"","edgeuid","total_hikers"
"71531",153885116,5
"71532",153885118,5
"71533",153885119,5
"71534",153885189,20
"71535",153885212,15
"71536",153885215,5
"71537",153885217,5
"71538",153885218,5
"71539",153885227,5
"71540",153885229,5
"71541",153885230,25
"71542",153885231,30
"71543",153885232,30
"71544",153885244,25
"71545",153885246,20
"71546",153885249,5
"71547",153885250,30
"71548",153885251,5
"71549",153885254,30
"71550",153885255,25
"71551",153885256,5
"71552",153885257,35
"71553",153885258,25
"71554",153885259,35
"71555",153885262,5
"71556",153885264,5
"71557",153885266,35
"71558",153885267,5
"71559",153885269,25
"71560",153885272,10
"71561",153885274,5
"71562",153885277,5
"71563",153885278,5
"71564",153885279,5
"71565",153885280,5
"71566",153885282,5
"71567",153885283,5
"71568",153885285,5
"71569",153885288,435
"71570",153885290,545
"71571",153885292,5
"71572",153885293,415
"71573",153885299,625
"71574",153885301,10
"71575",153885302,600
"71576",153885303,605
"71577",153885304,65
"71578",153885305,455
"71579",153885306,445
"71580",153885307,170
"71581",153885308,30
"71582",153885309,685
"71583",153885310,670
"71584",153885311,10
"71585",153885312,690
"71586",153885313,595
"71587",153885314,685
"71588",153885318,680
"71589",153885319,280
"71590",153885320,10
"71591",153885369,20
"71592",153885370,20
"71593",153885374,20
"71594",153885375,20
"71595",153885376,5
"71596",153885378,5
"71597",153885405,15
"71598",153885408,10
"71599",153885409,5
"71600",153885421,20
"71601",153885423,25
"71602",153885424,25
"71603",153885426,25
"71604",153885428,25
"71605",153885438,5
"71606",153885439,5
"71607",153885442,5
"71608",153885449,5
"71609",153885457,5
"71610",153885461,5
"71611",153885474,40
"71612",153885475,35
"71613",153885477,5
"71614",153885484,5
"71615",153885485,10
"71616",153885486,30
"71617",153885487,25
"71618",153885488,20
"71619",153885489,5
"71620",153885490,25
"71621",153885491,25
"71622",153885494,25
"71623",153885499,25
"71624",153885500,25
"71625",153885503,25
"71626",153885504,25
"71627",153885506,25
"71628",153885511,5
"71629",153885513,5
"71630",153885515,5
"71631",153885516,5
"71632",153885524,5
"71633",153885526,5
"71634",153885528,5
"71635",153885529,5
"71636",153885535,25
"71637",153885537,25
"71638",153885539,25
"71639",153885540,20
"71640",153885541,70
"71641",153885544,65
"71642",153885545,60
"71643",153885547,70
"71644",153885549,20
"71645",153885550,70
"71646",153885551,60
"71647",153885553,65
"71648",153885557,65
"71649",153885558,5
"71650",153885562,50
"71651",153885563,5
"71652",153885564,55
"71653",153885565,5
"71654",153885566,5
"71655",153885574,65
"71656",153885575,15
"71657",153885576,75
"71658",153885577,75
"71659",153885579,50
"71660",153885580,55
"71661",153885581,90
"71662",153885584,90
"71663",153885587,5
"71664",153885590,5
"71665",153885591,90
"71666",153885592,5
"71667",153885594,90
"71668",153885595,5
"71669",153885596,5
"71670",153885597,30
"71671",153885598,10
"71672",153885600,140
"71673",153885617,125
"71674",153885618,125
"71675",153885623,135
"71676",153885624,20
"71677",153885625,130
"71678",153885626,15
"71679",153885629,15
"71680",153885631,15
"71681",153885636,15
"71682",153885637,15
"71683",153885640,15
"71684",153885642,985
"71685",153885644,20
"71686",153885645,980
"71687",153885646,965
"71688",153885647,995
"71689",153885649,920
"71690",153885650,840
"71691",153885655,940
"71692",153885656,15
"71693",153885657,120
"71694",153885658,110
"71695",153885659,10
"71696",153885662,105
"71697",153885663,115
"71698",153885664,945
"71699",153885665,1020
"71700",153885667,930
"71701",153885668,995
"71702",153885669,1000
"71703",153885672,470
"71704",153885673,455
"71705",153885674,460
"71706",153885675,425
"71707",153885676,455
"71708",153885678,15
"71709",153885679,15
"71710",153885680,15
"71711",153885685,10
"71712",153885686,10
"71713",153885689,40
"71714",153885690,60
"71715",153885691,35
"71716",153885692,10
"71717",153885693,55
"71718",153885696,40
"71719",153885699,10
"71720",153885701,10
"71721",153885703,40
"71722",153885704,40
"71723",153885705,35
"71724",153885706,5
"71725",153885709,5
"71726",153885711,70
"71727",153885712,25
"71728",153885714,45
"71729",153885715,1045
"71730",153885717,1050
"71731",153885718,55
"71732",153885721,40
"71733",153885728,1045
"71734",153885729,1065
"71735",153885731,1065
"71736",153885733,20
"71737",153885734,995
"71738",153885735,95
"71739",153885736,20
"71740",153885739,20
"71741",153885740,55
"71742",153885741,100
"71743",153885742,1215
"71744",153885744,45
"71745",153885745,80
"71746",153885750,10
"71747",153885751,5
"71748",153885752,45
"71749",153885753,15
"71750",153885754,35
"71751",153885755,20
"71752",153885757,20
"71753",153885760,15
"71754",153885762,35
"71755",153885763,95
"71756",153885764,15
"71757",153885766,10
"71758",153885767,15
"71759",153885768,15
"71760",153885769,35
"71761",153885770,5
"71762",153885771,5
"71763",153885772,40
"71764",153885773,5
"71765",153885775,5
"71766",153885779,15
"71767",153885780,5
"71768",153885781,5
"71769",153885782,15
"71770",153885787,55
"71771",153885788,55
"71772",153885797,10
"71773",153885808,5
"71774",153885809,5
"71775",153885811,30
"71776",153885812,30
"71777",153885813,30
"71778",153885816,5
"71779",153885817,25
"71780",153885818,30
"71781",153885822,5
"71782",153885825,5
"71783",153885826,5
"71784",153885827,5
"71785",153885829,5
"71786",153885830,40
"71787",153885833,10
"71788",153885834,35
"71789",153885836,30
"71790",153885838,25
"71791",153885839,5
"71792",153885840,30
"71793",153885841,25
"71794",153885845,5
"71795",153885858,5
"71796",153885861,15
"71797",153885863,5
"71798",153885864,5
"71799",153885872,5
"71800",153885874,5
"71801",153885875,45
"71802",153885878,470
"71803",153885943,15
"71804",153885944,5
"71805",153885958,5
"71806",153886001,45
"71807",153886002,60
"71808",153886006,40
"71809",153886008,40
"71810",153886009,5
"71811",153886012,10
"71812",153886013,10
"71813",153886014,10
"71814",153886018,5
"71815",153886019,10
"71816",153886030,50
"71817",153886031,55
"71818",153886033,55
"71819",153886034,45
"71820",153886035,5
"71821",153886036,25
"71822",153886038,55
"71823",153886040,10
"71824",153886042,10
"71825",153886043,10
"71826",153886044,10
"71827",153886045,10
"71828",153886046,50
"71829",153886049,10
"71830",153886051,10
"71831",153886052,5
"71832",153886053,5
"71833",153886054,10
"71834",153886056,10
"71835",153886059,5
"71836",153886114,5
"71837",153886123,5
"71838",153886132,60
"71839",153886133,65
"71840",153886136,5
"71841",153886139,65
"71842",153886141,65
"71843",153886145,65
"71844",153886146,65
"71845",153886147,70
"71846",153886151,5
"71847",153886153,5
"71848",153886154,100
"71849",153886155,10
"71850",153886156,90
"71851",153886157,90
"71852",153886158,100
"71853",153886162,10
"71854",153886163,5
"71855",153886166,85
"71856",153886167,80
"71857",153886169,85
"71858",153886170,90
"71859",153886172,5
"71860",153886173,5
"71861",153886174,140
"71862",153886175,215
"71863",153886176,80
"71864",153886177,65
"71865",153886179,80
"71866",153886183,55
"71867",153886184,30
"71868",153886186,55
"71869",153886190,55
"71870",153886191,185
"71871",153886193,5
"71872",153886194,5
"71873",153886195,235
"71874",153886197,90
"71875",153886199,105
"71876",153886200,105
"71877",153886201,10
"71878",153886202,35
"71879",153886203,10
"71880",153886204,10
"71881",153886205,55
"71882",153886206,10
"71883",153886209,5
"71884",153886221,235
"71885",153886222,10
"71886",153886223,10
"71887",153886225,5
"71888",153886226,35
"71889",153886227,85
"71890",153886228,120
"71891",153886230,240
"71892",153886231,225
"71893",153886232,255
"71894",153886234,260
"71895",153886255,5
"71896",153886256,30
"71897",153886257,35
"71898",153886258,30
"71899",153886260,30
"71900",153886262,30
"71901",153886263,30
"71902",153886268,25
"71903",153886273,5
"71904",153886275,10
"71905",153886277,5
"71906",153886313,30
"71907",153886314,30
"71908",153886318,5
"71909",153886321,30
"71910",153886322,5
"71911",153886323,5
"71912",153886324,40
"71913",153886325,5
"71914",153886345,40
"71915",153886346,40
"71916",153886347,40
"71917",153886349,40
"71918",153886351,40
"71919",153886352,40
"71920",153886387,5
"71921",153886388,45
"71922",153886389,50
"71923",153886390,35
"71924",153886391,40
"71925",153886392,35
"71926",153886394,40
"71927",153886396,40
"71928",153886405,5
"71929",153886406,40
"71930",153886407,10
"71931",153886408,5
"71932",153886409,40
"71933",153886410,5
"71934",153886434,10
"71935",153886559,10
"71936",153886561,10
"71937",153886564,10
"71938",153886568,15
"71939",153886579,15
"71940",153886581,40
"71941",153886585,5
"71942",153886587,5
"71943",153886596,15
"71944",153886597,15
"71945",153886599,20
"71946",153886602,45
"71947",153886603,45
"71948",153886609,45
"71949",153886610,5
"71950",153886612,5
"71951",153886614,45
"71952",153886615,45
"71953",153886617,5
"71954",153886618,30
"71955",153886629,5
"71956",153886633,20
"71957",153886634,5
"71958",153886635,20
"71959",153886636,10
"71960",153886637,30
"71961",153886638,5
"71962",153886639,30
"71963",153886640,10
"71964",153886641,10
"71965",153886642,30
"71966",153886750,5
"71967",153886751,20
"71968",153886755,20
"71969",153886756,20
"71970",153886757,20
"71971",153886759,15
"71972",153886780,10
"71973",153886782,10
"71974",153886783,10
"71975",153886786,10
"71976",153886789,10
"71977",153886790,10
"71978",153886805,10
"71979",153886807,10
"71980",153886808,10
"71981",153886811,10
"71982",153886816,10
"71983",153886817,15
"71984",153886818,15
"71985",153886820,15
"71986",153886823,15
"71987",153886824,25
"71988",153886825,20
"71989",153886827,10
"71990",153886828,20
"71991",153886843,15
"71992",153886859,10
"71993",153886860,10
"71994",153886929,5
"71995",153886930,5
"71996",153886944,5
"71997",153886945,5
"71998",153886947,5
"71999",153886951,15
"72000",153886952,15
"72001",153886953,15
"72002",153886954,15
"72003",153886955,15
"72004",153886961,5
"72005",153886963,15
"72006",153886964,15
"72007",153886965,15
"72008",153886975,5
"72009",153886978,5
"72010",153886982,15
"72011",153886991,20
"72012",153887004,40
"72013",153887005,35
"72014",153887006,10
"72015",153887007,15
"72016",153887008,15
"72017",153887022,90
"72018",153887024,615
"72019",153887025,95
"72020",153887026,65
"72021",153887029,55
"72022",153887030,55
"72023",153887031,50
"72024",153887032,650
"72025",153887033,5
"72026",153887035,60
"72027",153887036,55
"72028",153887038,700
"72029",153887039,55
"72030",153887040,5
"72031",153887041,635
"72032",153887043,95
"72033",153887044,10
"72034",153887045,75
"72035",153887046,615
"72036",153887048,95
"72037",153887049,605
"72038",153887050,100
"72039",153887051,10
"72040",153887052,600
"72041",153887053,110
"72042",153887055,580
"72043",153887056,110
"72044",153887057,110
"72045",153887058,575
"72046",153887062,110
"72047",153887063,580
"72048",153887064,580
"72049",153887066,105
"72050",153887067,110
"72051",153887068,110
"72052",153887069,505
"72053",153887070,5
"72054",153887071,5
"72055",153887072,500
"72056",153887073,5
"72057",153887074,105
"72058",153887076,585
"72059",153887088,95
"72060",153887089,95
"72061",153887090,610
"72062",153887096,90
"72063",153887097,90
"72064",153887098,15
"72065",153887099,615
"72066",153887104,110
"72067",153887105,105
"72068",153887106,10
"72069",153887108,110
"72070",153887111,110
"72071",153887119,110
"72072",153887120,120
"72073",153887125,115
"72074",153887133,100
"72075",153887134,85
"72076",153887135,80
"72077",153887136,75
"72078",153887142,70
"72079",153887149,10
"72080",153887152,5
"72081",153887153,5
"72082",153887154,75
"72083",153887156,75
"72084",153887157,70
"72085",153887173,5
"72086",153887174,5
"72087",153887183,70
"72088",153887193,5
"72089",153887197,60
"72090",153887198,60
"72091",153887201,5
"72092",153887203,865
"72093",153887204,45
"72094",153887205,760
"72095",153887206,10
"72096",153887207,980
"72097",153887208,965
"72098",153887209,5
"72099",153887210,5
"72100",153887214,5
"72101",153887215,5
"72102",153887216,60
"72103",153887217,820
"72104",153887219,5
"72105",153887223,60
"72106",153887224,860
"72107",153887226,5
"72108",153887227,60
"72109",153887228,60
"72110",153887232,60
"72111",153887235,60
"72112",153887236,60
"72113",153887241,500
"72114",153887242,510
"72115",153887243,740
"72116",153887244,10
"72117",153887246,10
"72118",153887250,5
"72119",153887251,5
"72120",153887252,675
"72121",153887253,640
"72122",153887255,605
"72123",153887257,5
"72124",153887261,5
"72125",153887262,5
"72126",153887263,5
"72127",153887265,60
"72128",153887266,60
"72129",153887267,50
"72130",153887268,885
"72131",153887282,5
"72132",153887284,5
"72133",153887286,5
"72134",153887289,25
"72135",153887290,15
"72136",153887291,15
"72137",153887292,10
"72138",153887296,25
"72139",153887303,15
"72140",153887304,25
"72141",153887305,25
"72142",153887307,900
"72143",153887309,840
"72144",153887310,870
"72145",153887311,5
"72146",153887313,130
"72147",153887314,130
"72148",153887316,760
"72149",153887317,540
"72150",153887318,5
"72151",153887319,740
"72152",153887321,735
"72153",153887323,740
"72154",153887325,25
"72155",153887327,830
"72156",153887331,65
"72157",153887332,70
"72158",153887333,60
"72159",153887334,35
"72160",153887335,85
"72161",153887336,65
"72162",153887337,130
"72163",153887338,125
"72164",153887339,55
"72165",153887341,400
"72166",153887344,815
"72167",153887345,65
"72168",153887348,65
"72169",153887350,65
"72170",153887353,65
"72171",153887359,560
"72172",153887361,20
"72173",153887364,20
"72174",153887365,30
"72175",153887370,10
"72176",153887371,10
"72177",153887372,10
"72178",153887373,490
"72179",153887374,10
"72180",153887375,385
"72181",153887380,520
"72182",153887381,495
"72183",153887384,530
"72184",153887390,60
"72185",153887394,60
"72186",153887396,55
"72187",153887397,10
"72188",153887398,20
"72189",153887399,20
"72190",153887400,5
"72191",153887401,5
"72192",153887402,15
"72193",153887403,10
"72194",153887404,20
"72195",153887407,10
"72196",153887408,15
"72197",153887410,10
"72198",153887412,340
"72199",153887415,5
"72200",153887416,370
"72201",153887417,175
"72202",153887418,545
"72203",153887422,5
"72204",153887423,10
"72205",153887424,5
"72206",153887425,10
"72207",153887427,560
"72208",153887428,5
"72209",153887429,15
"72210",153887430,5
"72211",153887431,5
"72212",153887432,5
"72213",153887435,25
"72214",153887437,575
"72215",153887438,580
"72216",153887442,40
"72217",153887443,5
"72218",153887444,5
"72219",153887445,5
"72220",153887450,25
"72221",153887451,5
"72222",153887452,5
"72223",153887453,5
"72224",153887454,15
"72225",153887455,15
"72226",153887456,20
"72227",153887457,15
"72228",153887461,15
"72229",153887462,15
"72230",153887465,525
"72231",153887466,55
"72232",153887468,30
"72233",153887469,15
"72234",153887470,35
"72235",153887471,5
"72236",153887472,10
"72237",153887473,25
"72238",153887475,60
"72239",153887476,10
"72240",153887478,10
"72241",153887479,10
"72242",153887481,10
"72243",153887482,20
"72244",153887483,25
"72245",153887486,15
"72246",153887487,5
"72247",153887489,30
"72248",153887490,25
"72249",153887492,25
"72250",153887496,10
"72251",153887497,35
"72252",153887498,155
"72253",153887499,100
"72254",153887501,75
"72255",153887502,90
"72256",153887503,130
"72257",153887505,105
"72258",153887506,110
"72259",153887507,30
"72260",153887511,35
"72261",153887512,5
"72262",153887513,15
"72263",153887514,15
"72264",153887515,35
"72265",153887516,65
"72266",153887517,5
"72267",153887519,55
"72268",153887520,55
"72269",153887521,20
"72270",153887522,35
"72271",153887523,30
"72272",153887524,5
"72273",153887525,30
"72274",153887527,30
"72275",153887528,45
"72276",153887530,30
"72277",153887534,40
"72278",153887535,5
"72279",153887536,60
"72280",153887537,55
"72281",153887542,490
"72282",153887544,490
"72283",153887545,10
"72284",153887546,30
"72285",153887547,440
"72286",153887548,10
"72287",153887549,20
"72288",153887550,25
"72289",153887551,20
"72290",153887552,20
"72291",153887553,5
"72292",153887566,30
"72293",153887568,580
"72294",153887569,580
"72295",153887570,610
"72296",153887571,65
"72297",153887573,5
"72298",153887576,5
"72299",153887580,5
"72300",153887581,790
"72301",153887582,580
"72302",153887584,590
"72303",153887585,70
"72304",153887586,5
"72305",153887587,595
"72306",153887588,535
"72307",153887593,70
"72308",153887594,870
"72309",153887595,865
"72310",153887597,865
"72311",153887601,855
"72312",153887602,1320
"72313",153887603,535
"72314",153887604,5
"72315",153887605,70
"72316",153887606,5
"72317",153887609,55
"72318",153887610,1355
"72319",153887611,1485
"72320",153887612,20
"72321",153887615,85
"72322",153887616,90
"72323",153887617,95
"72324",153887619,90
"72325",153887620,700
"72326",153887621,95
"72327",153887622,750
"72328",153887623,760
"72329",153887632,70
"72330",153887633,15
"72331",153887634,25
"72332",153887635,5
"72333",153887636,10
"72334",153887638,750
"72335",153887639,755
"72336",153887641,755
"72337",153887642,775
"72338",153887644,30
"72339",153887645,30
"72340",153887646,170
"72341",153887647,750
"72342",153887648,895
"72343",153887651,130
"72344",153887652,155
"72345",153887656,905
"72346",153887657,910
"72347",153887661,920
"72348",153887662,645
"72349",153887663,940
"72350",153887664,1645
"72351",153887665,1505
"72352",153887667,660
"72353",153887668,790
"72354",153887669,1490
"72355",153887671,650
"72356",153887672,15
"72357",153887673,15
"72358",153887675,10
"72359",153887677,15
"72360",153887678,15
"72361",153887680,20
"72362",153887681,25
"72363",153887684,5
"72364",153887686,20
"72365",153887690,5
"72366",153887692,15
"72367",153887693,55
"72368",153887695,60
"72369",153887696,5
"72370",153887697,60
"72371",153887698,90
"72372",153887700,90
"72373",153887701,100
"72374",153887702,120
"72375",153887703,105
"72376",153887704,100
"72377",153887705,5
"72378",153887706,125
"72379",153887707,1445
"72380",153887709,5
"72381",153887710,1585
"72382",153887712,1610
"72383",153887715,1590
"72384",153887716,400
"72385",153887718,1540
"72386",153887719,1595
"72387",153887720,1605
"72388",153887724,10
"72389",153887725,1340
"72390",153887726,25
"72391",153887727,1340
"72392",153887728,1320
"72393",153887729,1345
"72394",153887730,5
"72395",153887731,50
"72396",153887732,35
"72397",153887733,40
"72398",153887734,210
"72399",153887738,10
"72400",153887739,40
"72401",153887740,335
"72402",153887741,55
"72403",153887742,1075
"72404",153887743,45
"72405",153887744,5
"72406",153887745,1205
"72407",153887746,1150
"72408",153887747,20
"72409",153887748,25
"72410",153887749,20
"72411",153887750,1130
"72412",153887751,5
"72413",153887757,30
"72414",153887767,15
"72415",153887768,10
"72416",153887772,40
"72417",153887773,35
"72418",153887774,45
"72419",153887778,45
"72420",153887779,35
"72421",153887780,10
"72422",153887788,5
"72423",153887790,5
"72424",153887791,5
"72425",153887792,5
"72426",153887794,5
"72427",153887797,35
"72428",153887799,30
"72429",153887800,15
"72430",153887803,45
"72431",153887804,55
"72432",153887805,10
"72433",153887806,50
"72434",153887807,10
"72435",153887808,10
"72436",153887809,10
"72437",153887811,20
"72438",153887812,30
"72439",153887813,50
"72440",153887815,50
"72441",153887817,45
"72442",153887819,45
"72443",153887834,5
"72444",153887837,20
"72445",153887839,20
"72446",153887843,20
"72447",153887845,20
"72448",153887849,20
"72449",153887853,20
"72450",153887856,30
"72451",153887858,10
"72452",153887860,10
"72453",153887861,30
"72454",153887863,15
"72455",153887864,5
"72456",153887865,15
"72457",153887867,10
"72458",153887873,10
"72459",153887876,10
"72460",153887877,10
"72461",153887878,5
"72462",153887879,5
"72463",153887881,5
"72464",153887883,635
"72465",153887884,635
"72466",153887885,635
"72467",153887886,10
"72468",153887888,5
"72469",153887898,5
"72470",153887900,630
"72471",153887908,5
"72472",153887909,5
"72473",153887912,5
"72474",153887913,640
"72475",153887914,535
"72476",153887916,640
"72477",153887917,5
"72478",153887920,5
"72479",153887922,5
"72480",153887923,5
"72481",153887925,5
"72482",153887926,5
"72483",153887932,5
"72484",153887933,5
"72485",153887934,10
"72486",153887935,10
"72487",153887936,10
"72488",153887937,5
"72489",153887938,5
"72490",153887940,35
"72491",153887941,35
"72492",153887942,40
"72493",153887947,5
"72494",153887948,30
"72495",153887953,35
"72496",153887955,30
"72497",153887956,30
"72498",153887960,5
"72499",153887964,30
"72500",153887965,30
"72501",153887968,30
"72502",153887971,30
"72503",153887975,30
"72504",153887976,30
"72505",153887978,30
"72506",153887979,30
"72507",153888027,5
"72508",153888036,5
"72509",153888037,5
"72510",153888038,5
"72511",153888049,5
"72512",153888050,5
"72513",153888051,5
"72514",153888056,5
"72515",153888059,30
"72516",153888060,5
"72517",153888061,5
"72518",153888062,10
"72519",153888066,5
"72520",153888067,5
"72521",153888084,5
"72522",153888086,5
"72523",153888087,5
"72524",153888091,30
"72525",153888093,30
"72526",153888098,30
"72527",153888109,30
"72528",153888110,35
"72529",153888118,40
"72530",153888121,40
"72531",153888148,5
"72532",153888150,5
"72533",153888151,5
"72534",153888153,5
"72535",153888154,5
"72536",153888157,635
"72537",153888160,645
"72538",153888162,20
"72539",153888163,10
"72540",153888165,10
"72541",153888167,10
"72542",153888168,15
"72543",153888170,10
"72544",153888171,20
"72545",153888175,650
"72546",153888176,10
"72547",153888179,675
"72548",153888180,665
"72549",153888182,20
"72550",153888185,650
"72551",153888186,650
"72552",153888189,665
"72553",153888191,655
"72554",153888192,665
"72555",153888197,30
"72556",153888199,30
"72557",153888200,10
"72558",153888201,35
"72559",153888203,40
"72560",153888204,20
"72561",153888213,35
"72562",153888215,35
"72563",153888221,35
"72564",153888223,35
"72565",153888224,35
"72566",153888227,105
"72567",153888228,10
"72568",153888229,95
"72569",153888230,645
"72570",153888231,635
"72571",153888247,5
"72572",153888273,5
"72573",153888275,5
"72574",153888283,65
"72575",153888284,65
"72576",153888285,70
"72577",153888296,70
"72578",153888302,70
"72579",153888306,5
"72580",153888308,5
"72581",153888313,5
"72582",153888316,5
"72583",153888317,70
"72584",153888318,5
"72585",153888320,75
"72586",153888321,75
"72587",153888322,25
"72588",153888323,75
"72589",153888324,30
"72590",153888332,35
"72591",153888333,35
"72592",153888336,40
"72593",153888337,20
"72594",153888339,30
"72595",153888341,25
"72596",153888350,40
"72597",153888352,30
"72598",153888353,35
"72599",153888354,35
"72600",153888356,35
"72601",153888357,35
"72602",153888359,45
"72603",153888360,35
"72604",153888361,45
"72605",153888420,25
"72606",153888421,45
"72607",153888424,35
"72608",153888425,40
"72609",153888426,25
"72610",153888433,20
"72611",153888434,15
"72612",153888441,10
"72613",153888442,30
"72614",153888443,10
"72615",153888450,5
"72616",153888454,35
"72617",153888455,35
"72618",153888456,30
"72619",153888458,35
"72620",153888460,35
"72621",153888462,40
"72622",153888472,25
"72623",153888473,15
"72624",153888474,25
"72625",153888475,20
"72626",153888480,10
"72627",153888483,20
"72628",153888486,5
"72629",153888490,5
"72630",153888493,20
"72631",153888494,15
"72632",153888497,20
"72633",153888501,20
"72634",153888502,35
"72635",153888504,35
"72636",153888506,815
"72637",153888507,40
"72638",153888509,845
"72639",153888512,855
"72640",153888516,35
"72641",153888517,30
"72642",153888518,35
"72643",153888519,655
"72644",153888521,650
"72645",153888522,35
"72646",153888526,700
"72647",153888527,40
"72648",153888528,40
"72649",153888532,40
"72650",153888533,35
"72651",153888536,690
"72652",153888537,785
"72653",153888538,770
"72654",153888539,25
"72655",153888540,705
"72656",153888541,805
"72657",153888542,800
"72658",153888543,795
"72659",153888545,5
"72660",153888546,5
"72661",153888549,40
"72662",153888550,40
"72663",153888551,40
"72664",153888554,25
"72665",153888555,20
"72666",153888556,25
"72667",153888566,35
"72668",153888567,35
"72669",153888568,35
"72670",153888570,30
"72671",153888571,25
"72672",153888573,30
"72673",153888574,30
"72674",153888575,30
"72675",153888582,5
"72676",153888585,30
"72677",153888587,35
"72678",153888588,35
"72679",153888589,35
"72680",153888590,30
"72681",153888592,80
"72682",153888593,5
"72683",153888594,55
"72684",153888595,5
"72685",153888598,5
"72686",153888599,60
"72687",153888600,5
"72688",153888601,65
"72689",153888602,5
"72690",153888603,65
"72691",153888604,20
"72692",153888609,75
"72693",153888610,5
"72694",153888614,5
"72695",153888620,5
"72696",153888622,5
"72697",153888625,5
"72698",153888626,5
"72699",153888636,5
"72700",153888637,5
"72701",153888641,5
"72702",153888642,5
"72703",153888643,75
"72704",153888644,85
"72705",153888645,5
"72706",153888650,5
"72707",153888651,5
"72708",153888652,5
"72709",153888653,5
"72710",153888655,5
"72711",153888657,10
"72712",153888660,10
"72713",153888664,5
"72714",153888665,5
"72715",153888666,10
"72716",153888667,15
"72717",153888668,165
"72718",153888669,940
"72719",153888670,10
"72720",153888672,10
"72721",153888674,655
"72722",153888675,95
"72723",153888678,5
"72724",153888679,5
"72725",153888680,650
"72726",153888681,75
"72727",153888682,835
"72728",153888683,845
"72729",153888685,10
"72730",153888686,485
"72731",153888687,160
"72732",153888688,890
"72733",153888689,670
"72734",153888690,105
"72735",153888691,10
"72736",153888695,850
"72737",153888696,855
"72738",153888697,855
"72739",153888711,30
"72740",153888713,90
"72741",153889065,5
"72742",153889083,5
"72743",153889094,5
"72744",153889101,10
"72745",153889103,10
"72746",153889104,5
"72747",153889106,20
"72748",153889107,5
"72749",153889108,10
"72750",153889111,5
"72751",153889112,5
"72752",153889114,5
"72753",153889115,1285
"72754",153889119,10
"72755",153889120,10
"72756",153889121,10
"72757",153889125,805
"72758",153889126,10
"72759",153889128,1280
"72760",153889130,1275
"72761",153889131,1285
"72762",153889132,1295
"72763",153889133,360
"72764",153889134,810
"72765",153889135,805
"72766",153889136,845
"72767",153889137,1275
"72768",153889138,25
"72769",153889139,1285
"72770",153889140,1270
"72771",153889141,1280
"72772",153889142,1310
"72773",153889169,790
"72774",153889232,165
"72775",153889237,70
"72776",153889239,1245
"72777",153889240,75
"72778",153889241,1155
"72779",153889242,1300
"72780",153889245,100
"72781",153889248,10
"72782",153889249,215
"72783",153889250,90
"72784",153889251,60
"72785",153889252,5
"72786",153889253,5
"72787",153889254,70
"72788",153889255,30
"72789",153889256,75
"72790",153889257,25
"72791",153889258,270
"72792",153889259,35
"72793",153889260,215
"72794",153889261,1420
"72795",153889262,1110
"72796",153889263,155
"72797",153889264,1180
"72798",153889265,145
"72799",153889266,145
"72800",153889267,3015
"72801",153889268,1375
"72802",153889270,1165
"72803",153889299,1350
"72804",153889336,35
"72805",153889337,30
"72806",153889339,30
"72807",153889341,10
"72808",153889342,10
"72809",153889344,25
"72810",153889345,15
"72811",153889346,15
"72812",153889347,15
"72813",153889348,15
"72814",153889349,5
"72815",153889350,10
"72816",153889351,10
"72817",153889352,10
"72818",153889353,5
"72819",153889354,5
"72820",153889356,10
"72821",153889364,5
"72822",153889365,5
"72823",153889366,10
"72824",153889368,5
"72825",153889369,5
"72826",153889370,25
"72827",153889371,5
"72828",153889372,5
"72829",153889373,5
"72830",153889374,5
"72831",153889377,5
"72832",153889379,5
"72833",153889380,5
"72834",153889381,5
"72835",153889382,10
"72836",153889383,10
"72837",153889387,5
"72838",153889390,5
"72839",153889396,5
"72840",153889397,5
"72841",153889398,5
"72842",153889400,5
"72843",153889402,10
"72844",153889403,5
"72845",153889404,5
"72846",153889405,10
"72847",153889407,10
"72848",153889410,10
"72849",153889412,10
"72850",153889413,55
"72851",153889414,45
"72852",153889420,70
"72853",153889425,50
"72854",153889426,35
"72855",153889427,5
"72856",153889428,55
"72857",153889433,40
"72858",153889434,40
"72859",153889435,40
"72860",153889440,5
"72861",153889441,5
"72862",153889442,5
"72863",153889445,5
"72864",153889447,20
"72865",153889453,40
"72866",153889454,30
"72867",153889459,60
"72868",153889462,60
"72869",153889463,40
"72870",153889464,40
"72871",153889466,40
"72872",153889467,50
"72873",153889468,55
"72874",153889473,25
"72875",153889474,10
"72876",153889476,30
"72877",153889477,85
"72878",153889478,70
"72879",153889479,50
"72880",153889480,20
"72881",153889484,90
"72882",153889485,30
"72883",153889486,35
"72884",153889487,30
"72885",153889488,20
"72886",153889494,295
"72887",153889496,15
"72888",153889497,305
"72889",153889498,250
"72890",153889500,245
"72891",153889501,190
"72892",153889502,5
"72893",153889503,150
"72894",153889505,15
"72895",153889508,15
"72896",153889510,15
"72897",153889511,155
"72898",153889513,155
"72899",153889519,15
"72900",153889520,15
"72901",153889523,15
"72902",153889525,15
"72903",153889528,15
"72904",153889539,125
"72905",153889542,125
"72906",153889543,115
"72907",153889546,125
"72908",153889548,125
"72909",153889549,125
"72910",153889550,125
"72911",153889557,40
"72912",153889558,1660
"72913",153889559,1620
"72914",153889560,1685
"72915",153889561,15
"72916",153889562,1665
"72917",153889563,1650
"72918",153889565,1645
"72919",153889567,100
"72920",153889568,1275
"72921",153889570,1570
"72922",153889575,1585
