"","edgeuid","total_bikers"
"92351",157490304,52330
"92352",157490305,41455
"92353",157490306,38320
"92354",157490309,40885
"92355",157490310,5
"92356",157490313,19435
"92357",157490314,40140
"92358",157490316,39965
"92359",157490317,14160
"92360",157490318,43315
"92361",157490321,44180
"92362",157490322,45075
"92363",157490323,40255
"92364",157490331,3380
"92365",157490332,3405
"92366",157490333,3435
"92367",157490334,31570
"92368",157490336,30845
"92369",157490338,3210
"92370",157490349,960
"92371",157490356,5
"92372",157490357,4580
"92373",157490360,4125
"92374",157490388,3035
"92375",157490389,3380
"92376",157490402,3150
"92377",157490403,3425
"92378",157490404,3415
"92379",157490406,3415
"92380",157490409,5
"92381",157490411,4605
"92382",157490412,2750
"92383",157490413,5
"92384",157490419,3390
"92385",157490421,795
"92386",157490423,825
"92387",157490424,575
"92388",157490426,795
"92389",157490427,740
"92390",157490428,650
"92391",157490429,490
"92392",157490430,10
"92393",157490434,10
"92394",157490436,5
"92395",157490442,5
"92396",157490445,5
"92397",157490446,10
"92398",157490451,5
"92399",157490455,10
"92400",157490456,10
"92401",157490457,3440
"92402",157490458,10
"92403",157490461,3410
"92404",157490469,10
"92405",157490470,3390
"92406",157490471,3375
"92407",157490476,10
"92408",157490477,20
"92409",157490478,35
"92410",157490479,20
"92411",157490480,15
"92412",157490481,20
"92413",157490482,20
"92414",157490483,20
"92415",157490484,5
"92416",157490485,15
"92417",157490487,45
"92418",157490488,160
"92419",157490489,135
"92420",157490490,5
"92421",157490491,165
"92422",157490492,35
"92423",157490493,20
"92424",157490494,185
"92425",157490502,195
"92426",157490503,15
"92427",157490504,90
"92428",157490508,45
"92429",157490510,30
"92430",157490512,135
"92431",157490513,95
"92432",157490514,80
"92433",157490515,115
"92434",157490516,55
"92435",157490517,715
"92436",157490518,270
"92437",157490519,60
"92438",157490520,345
"92439",157490521,110
"92440",157490522,185
"92441",157490523,175
"92442",157490524,155
"92443",157490526,60
"92444",157490528,20
"92445",157490529,35
"92446",157490530,190
"92447",157490531,25
"92448",157490532,25
"92449",157490533,100
"92450",157490534,95
"92451",157490535,15
"92452",157490539,95
"92453",157490540,5
"92454",157490542,40
"92455",157490543,5
"92456",157490545,105
"92457",157490546,55
"92458",157490547,80
"92459",157490549,85
"92460",157490552,85
"92461",157490555,5
"92462",157490562,80
"92463",157490563,85
"92464",157490564,35
"92465",157490565,15
"92466",157490566,15
"92467",157490568,15
"92468",157490571,20
"92469",157490572,15
"92470",157490583,10
"92471",157490624,235
"92472",157490629,235
"92473",157490631,20
"92474",157490633,36620
"92475",157490634,1590
"92476",157490635,33990
"92477",157490636,1420
"92478",157490638,15
"92479",157490639,5
"92480",157490640,5
"92481",157490641,245
"92482",157490642,180
"92483",157490644,20
"92484",157490645,50
"92485",157490646,5
"92486",157490647,20
"92487",157490648,20
"92488",157490649,10
"92489",157490650,220
"92490",157490651,15
"92491",157490652,65
"92492",157490657,140
"92493",157490658,235
"92494",157490659,30
"92495",157490660,5
"92496",157490661,33995
"92497",157490662,1245
"92498",157490663,195
"92499",157490664,2355
"92500",157490665,90
"92501",157490667,95
"92502",157490668,10
"92503",157490669,2695
"92504",157490673,33950
"92505",157490675,975
"92506",157490676,15
"92507",157490677,910
"92508",157490678,975
"92509",157490680,905
"92510",157490683,25
"92511",157490684,10
"92512",157490686,15
"92513",157490687,15
"92514",157490689,10
"92515",157490691,10
"92516",157490692,10
"92517",157490693,40
"92518",157490694,940
"92519",157490716,15
"92520",157490717,15
"92521",157490726,15
"92522",157490730,33990
"92523",157490731,25100
"92524",157490732,30520
"92525",157490734,36560
"92526",157490736,595
"92527",157490737,470
"92528",157490738,5
"92529",157490740,15
"92530",157490741,15
"92531",157490743,15
"92532",157490744,15
"92533",157490745,15
"92534",157490747,15
"92535",157490748,20
"92536",157490749,20
"92537",157490751,20
"92538",157490752,20
"92539",157490756,600
"92540",157490758,585
"92541",157490760,585
"92542",157490761,415
"92543",157490762,585
"92544",157490765,2910
"92545",157490766,1855
"92546",157490767,2665
"92547",157490768,3075
"92548",157490771,485
"92549",157490772,530
"92550",157490777,525
"92551",157490778,10
"92552",157490779,490
"92553",157490785,10
"92554",157490786,10
"92555",157490787,505
"92556",157490789,455
"92557",157490791,10
"92558",157490792,10
"92559",157490805,485
"92560",157490807,515
"92561",157490809,500
"92562",157490810,275
"92563",157490814,505
"92564",157490825,10
"92565",157490826,10
"92566",157490873,5
"92567",157490881,135
"92568",157490882,135
"92569",157490883,135
"92570",157490887,130
"92571",157490889,130
"92572",157490890,5
"92573",157490891,140
"92574",157490921,130
"92575",157490963,5
"92576",157490967,125
"92577",157490968,10
"92578",157491001,500
"92579",157491006,500
"92580",157491014,500
"92581",157491015,500
"92582",157491016,500
"92583",157491020,495
"92584",157491022,510
"92585",157491024,510
"92586",157491027,5
"92587",157491030,50
"92588",157491031,50
"92589",157491032,50
"92590",157491033,50
"92591",157491034,5
"92592",157491035,505
"92593",157491036,5
"92594",157491037,50
"92595",157491038,440
"92596",157491040,90
"92597",157491041,95
"92598",157491042,90
"92599",157491044,45
"92600",157491045,85
"92601",157491046,85
"92602",157491066,5
"92603",157491097,5
"92604",157491101,5
"92605",157491104,5
"92606",157491125,120
"92607",157491126,10
"92608",157491128,5
"92609",157491129,10
"92610",157491130,5
"92611",157491131,100
"92612",157491132,5
"92613",157491133,90
"92614",157491134,10
"92615",157491135,5
"92616",157491136,15
"92617",157491164,10
"92618",157491165,10
"92619",157491167,10
"92620",157491186,20
"92621",157491191,20
"92622",157491194,15
"92623",157491195,5
"92624",157491196,5
"92625",157491198,5
"92626",157491207,5
"92627",157491208,10
"92628",157491209,20
"92629",157491210,5
"92630",157491212,5
"92631",157491214,10
"92632",157491216,5
"92633",157491223,10
"92634",157491225,5
"92635",157491227,10
"92636",157491229,5
"92637",157491230,5
"92638",157491236,20
"92639",157491237,20
"92640",157491238,20
"92641",157491240,20
"92642",157491241,20
"92643",157491242,15
"92644",157491244,15
"92645",157491245,35885
"92646",157491247,20
"92647",157491248,20
"92648",157491249,20
"92649",157491250,5
"92650",157491251,20
"92651",157491252,20
"92652",157491253,15
"92653",157491259,590
"92654",157491260,475
"92655",157491261,36605
"92656",157491263,110
"92657",157491264,590
"92658",157491265,575
"92659",157491266,425
"92660",157491267,115
"92661",157491272,435
"92662",157491275,440
"92663",157491276,235
"92664",157491277,20
"92665",157491282,20
"92666",157491284,20
"92667",157491285,20
"92668",157491288,20
"92669",157491319,20
"92670",157491321,20
"92671",157491322,20
"92672",157491325,15
"92673",157491326,10
"92674",157491328,420
"92675",157491329,5
"92676",157491331,5
"92677",157491349,425
"92678",157491350,5
"92679",157491351,30
"92680",157491352,5
"92681",157491353,5
"92682",157491354,30
"92683",157491355,36890
"92684",157491356,10
"92685",157491358,33130
"92686",157491359,615
"92687",157491360,430
"92688",157491362,425
"92689",157491363,430
"92690",157491372,80
"92691",157491381,75
"92692",157491382,70
"92693",157491387,10
"92694",157491391,65
"92695",157491395,15
"92696",157491398,65
"92697",157491425,60
"92698",157491427,40
"92699",157491431,60
"92700",157491437,10
"92701",157491440,10
"92702",157491442,10
"92703",157491444,5
"92704",157491446,5
"92705",157491449,10
"92706",157491451,5
"92707",157491455,65
"92708",157491458,10
"92709",157491459,10
"92710",157491463,65
"92711",157491464,5
"92712",157491465,5
"92713",157491469,5
"92714",157491470,10
"92715",157491472,5
"92716",157491473,5
"92717",157491480,55
"92718",157491483,55
"92719",157491540,60
"92720",157491546,60
"92721",157491552,60
"92722",157491595,5
"92723",157491596,5
"92724",157491607,60
"92725",157491608,60
"92726",157491611,60
"92727",157491612,65
"92728",157491613,60
"92729",157491624,65
"92730",157491645,190
"92731",157491646,210
"92732",157491647,145
"92733",157491648,10
"92734",157491649,45
"92735",157491651,10
"92736",157491652,170
"92737",157491653,5
"92738",157491654,245
"92739",157491655,375
"92740",157491656,70
"92741",157491663,195
"92742",157491664,195
"92743",157491677,40
"92744",157491678,50
"92745",157491684,45
"92746",157491685,35
"92747",157491691,45
"92748",157491692,40
"92749",157491693,5
"92750",157491727,375
"92751",157491729,395
"92752",157491731,420
"92753",157491741,5
"92754",157491744,5
"92755",157491751,440
"92756",157491752,500
"92757",157491753,520
"92758",157491754,375
"92759",157491756,375
"92760",157491770,5
"92761",157491773,5
"92762",157491780,5
"92763",157491829,38355
"92764",157491831,110
"92765",157491834,110
"92766",157491835,110
"92767",157491837,110
"92768",157491838,85
"92769",157491839,110
"92770",157491841,110
"92771",157491845,325
"92772",157491846,38275
"92773",157491847,40
"92774",157491868,110
"92775",157491869,110
"92776",157491872,105
"92777",157491879,100
"92778",157491880,95
"92779",157491884,100
"92780",157491885,45
"92781",157491887,95
"92782",157491888,95
"92783",157491889,100
"92784",157491890,100
"92785",157491904,100
"92786",157491905,90
"92787",157491908,90
"92788",157491909,95
"92789",157491913,10
"92790",157491920,5
"92791",157491923,10
"92792",157491924,5
"92793",157491927,3250
"92794",157491928,3245
"92795",157491929,5
"92796",157491932,5
"92797",157491935,5
"92798",157491936,5
"92799",157491938,5
"92800",157491941,5
"92801",157491942,1070
"92802",157491943,5
"92803",157491944,5
"92804",157491945,20
"92805",157491947,1200
"92806",157491948,1065
"92807",157491949,5
"92808",157491950,1145
"92809",157491951,1090
"92810",157491952,25
"92811",157491953,25
"92812",157491954,10
"92813",157491955,5
"92814",157491956,5
"92815",157491957,15
"92816",157491958,20
"92817",157491959,5
"92818",157491960,15
"92819",157491961,10
"92820",157491965,15
"92821",157491966,5
"92822",157491968,5
"92823",157491970,10
"92824",157491972,10
"92825",157491973,15
"92826",157491974,20
"92827",157491975,10
"92828",157491976,10
"92829",157491977,10
"92830",157491978,30
"92831",157491979,20
"92832",157491981,1190
"92833",157491984,1205
"92834",157491986,3230
"92835",157492000,1070
"92836",157492001,855
"92837",157492002,660
"92838",157492003,12005
"92839",157492004,45
"92840",157492005,12345
"92841",157492021,3175
"92842",157492024,3225
"92843",157492025,3180
"92844",157492026,2905
"92845",157492027,3215
"92846",157492029,3250
"92847",157492030,3220
"92848",157492031,255
"92849",157492034,245
"92850",157492036,10
"92851",157492038,10
"92852",157492039,120
"92853",157492041,10
"92854",157492043,10
"92855",157492045,11905
"92856",157492047,10
"92857",157492048,10
"92858",157492049,11865
"92859",157492060,11950
"92860",157492061,9435
"92861",157492065,625
"92862",157492066,105
"92863",157492067,580
"92864",157492078,5
"92865",157492079,5
"92866",157492087,395
"92867",157492088,440
"92868",157492089,420
"92869",157492095,9815
"92870",157492096,20350
"92871",157492097,9940
"92872",157492098,15
"92873",157492099,20
"92874",157492100,5
"92875",157492103,30
"92876",157492104,130
"92877",157492105,10
"92878",157492106,25
"92879",157492107,145
"92880",157492108,130
"92881",157492109,15710
"92882",157492110,45700
"92883",157492111,27345
"92884",157492114,27290
"92885",157492115,21940
"92886",157492116,16055
"92887",157492118,75
"92888",157492119,24290
"92889",157492122,10
"92890",157492123,55
"92891",157492124,26090
"92892",157492125,5
"92893",157492126,255
"92894",157492127,400
"92895",157492128,435
"92896",157492129,45755
"92897",157492162,5
"92898",157492165,5
"92899",157492167,990
"92900",157492168,965
"92901",157492169,955
"92902",157492170,255
"92903",157492171,960
"92904",157492177,45725
"92905",157492178,45655
"92906",157492180,45730
"92907",157492183,45745
"92908",157492184,45740
"92909",157492191,525
"92910",157492192,5
"92911",157492193,20
"92912",157492195,385
"92913",157492196,390
"92914",157492198,70
"92915",157492199,570
"92916",157492200,570
"92917",157492202,560
"92918",157492204,20
"92919",157492211,20
"92920",157492213,20
"92921",157492215,20
"92922",157492216,135
"92923",157492218,380
"92924",157492221,380
"92925",157492223,500
"92926",157492225,75
"92927",157492227,75
"92928",157492231,500
"92929",157492232,490
"92930",157492233,300
"92931",157492241,255
"92932",157492245,255
"92933",157492246,260
"92934",157492259,10
"92935",157492262,20
"92936",157492263,10
"92937",157492264,10
"92938",157492266,230
"92939",157492267,240
"92940",157492271,10
"92941",157492272,55
"92942",157492278,50
"92943",157492280,95
"92944",157492282,95
"92945",157492283,90
"92946",157492285,75
"92947",157492287,75
"92948",157492288,75
"92949",157492292,75
"92950",157492293,95
"92951",157492294,75
"92952",157492296,195
"92953",157492298,200
"92954",157492299,100
"92955",157492300,200
"92956",157492301,315
"92957",157492302,320
"92958",157492304,755
"92959",157492305,10
"92960",157492306,19490
"92961",157492309,19070
"92962",157492311,25530
"92963",157492313,60
"92964",157492315,580
"92965",157492316,25420
"92966",157492317,235
"92967",157492318,460
"92968",157492320,10
"92969",157492321,15
"92970",157492322,5
"92971",157492324,445
"92972",157492325,55
"92973",157492326,40
"92974",157492327,19700
"92975",157492328,90
"92976",157492329,10
"92977",157492330,1150
"92978",157492331,1145
"92979",157492332,1140
"92980",157492333,1185
"92981",157492334,1140
"92982",157492337,40
"92983",157492338,740
"92984",157492339,920
"92985",157492340,18995
"92986",157492341,16015
"92987",157492342,110
"92988",157492346,17280
"92989",157492347,80
"92990",157492348,10
"92991",157492349,80
"92992",157492351,20
"92993",157492352,85
"92994",157492353,5
"92995",157492354,100
"92996",157492355,10
"92997",157492357,425
"92998",157492360,10
"92999",157492361,1355
"93000",157492362,855
"93001",157492363,120
"93002",157492364,5
"93003",157492368,1250
"93004",157492369,50
"93005",157492370,70
"93006",157492371,55
"93007",157492372,10
"93008",157492374,50
"93009",157492375,45
"93010",157492376,55
"93011",157492377,10
"93012",157492378,1630
"93013",157492379,5
"93014",157492380,40
"93015",157492381,10
"93016",157492382,15
"93017",157492383,10
"93018",157492385,25
"93019",157492387,1010
"93020",157492388,1005
"93021",157492406,120
"93022",157492407,130
"93023",157492408,40
"93024",157492409,25
"93025",157492410,75
"93026",157492411,20
"93027",157492412,20
"93028",157492413,1230
"93029",157492414,1245
"93030",157492415,55
"93031",157492417,20
"93032",157492418,20
"93033",157492419,1225
"93034",157492422,55
"93035",157492424,1235
"93036",157492426,75
"93037",157492428,60
"93038",157492430,1105
"93039",157492431,130
"93040",157492433,5
"93041",157492442,5
"93042",157492443,30
"93043",157492446,30
"93044",157492449,10
"93045",157492454,5
"93046",157492455,17305
"93047",157492456,17890
"93048",157492457,10
"93049",157492458,18280
"93050",157492460,95
"93051",157492461,5
"93052",157492462,190
"93053",157492463,190
"93054",157492467,1065
"93055",157492469,60
"93056",157492473,30
"93057",157492474,55
"93058",157492475,55
"93059",157492476,500
"93060",157492477,10
"93061",157492478,35
"93062",157492479,5
"93063",157492480,155
"93064",157492481,180
"93065",157492482,430
"93066",157492483,25
"93067",157492484,10
"93068",157492485,25
"93069",157492486,350
"93070",157492487,185
"93071",157492488,310
"93072",157492489,370
"93073",157492491,235
"93074",157492493,40
"93075",157492494,5
"93076",157492495,130
"93077",157492496,535
"93078",157492497,85
"93079",157492498,5
"93080",157492501,5
"93081",157492505,20
"93082",157492507,235
"93083",157492508,225
"93084",157492510,220
"93085",157492512,5
"93086",157492513,5
"93087",157492514,205
"93088",157492517,1085
"93089",157492518,700
"93090",157492519,20
"93091",157492520,1005
"93092",157492522,95
"93093",157492523,5
"93094",157492524,5
"93095",157492525,80
"93096",157492528,5
"93097",157492529,5
"93098",157492534,10
"93099",157492535,10
"93100",157492536,205
"93101",157492537,145
"93102",157492538,200
"93103",157492539,195
"93104",157492544,90
"93105",157492551,200
"93106",157492554,195
"93107",157492557,5
"93108",157492558,20
"93109",157492559,15
"93110",157492561,20
"93111",157492569,25
"93112",157492570,25
"93113",157492571,25
"93114",157492572,20
"93115",157492575,860
"93116",157492580,870
"93117",157492582,875
"93118",157492586,85
"93119",157492587,90
"93120",157492588,85
"93121",157492590,35
"93122",157492591,860
"93123",157492592,35
"93124",157492593,1105
"93125",157492594,35
"93126",157492595,1110
"93127",157492596,85
"93128",157492607,11240
"93129",157492608,11695
"93130",157492609,11880
"93131",157492610,9375
"93132",157492614,10
"93133",157492615,9205
"93134",157492618,90
"93135",157492620,90
"93136",157492621,95
"93137",157492629,25
"93138",157492630,25
"93139",157492640,10
"93140",157492645,10
"93141",157492646,30
"93142",157492647,40
"93143",157492650,40
"93144",157492651,5
"93145",157492657,9770
"93146",157492658,9670
"93147",157492659,40
"93148",157492660,9755
"93149",157492661,5
"93150",157492662,10
"93151",157492663,35
"93152",157492664,9110
"93153",157492665,150
"93154",157492666,5
"93155",157492667,5
"93156",157492668,15
"93157",157492670,5
"93158",157492671,135
"93159",157492681,95
"93160",157492683,90
"93161",157492684,5
"93162",157492686,17290
"93163",157492687,17295
"93164",157492688,90
"93165",157492689,18090
"93166",157492690,2785
"93167",157492694,2820
"93168",157492695,2830
"93169",157492696,2210
"93170",157492697,90
"93171",157492699,2630
"93172",157492702,90
"93173",157492703,90
"93174",157492706,18870
"93175",157492707,18840
"93176",157492708,18875
"93177",157492712,18875
"93178",157492713,430
"93179",157492716,18115
"93180",157492717,18110
"93181",157492718,2645
"93182",157492719,24815
"93183",157492721,2540
"93184",157492724,10
"93185",157492725,24645
"93186",157492726,60
"93187",157492727,5
"93188",157492728,4930
"93189",157492729,5210
"93190",157492730,4825
"93191",157492731,100
"93192",157492732,105
"93193",157492733,355
"93194",157492734,4940
"93195",157492735,5
"93196",157492736,100
"93197",157492737,100
"93198",157492738,5640
"93199",157492739,25
"93200",157492740,17155
"93201",157492741,5660
"93202",157492742,100
"93203",157492743,2185
"93204",157492744,260
"93205",157492745,5
"93206",157492746,17165
"93207",157492747,100
"93208",157492748,100
"93209",157492749,255
"93210",157492751,200
"93211",157492753,210
"93212",157492754,150
"93213",157492755,40
"93214",157492762,5
"93215",157492763,185
"93216",157492765,185
"93217",157492766,1460
"93218",157492770,5
"93219",157492774,10
"93220",157492780,1330
"93221",157492781,1240
"93222",157492782,1095
"93223",157492784,1135
"93224",157492785,1130
"93225",157492788,1145
"93226",157492789,10
"93227",157492790,25
"93228",157492791,15
"93229",157492792,65
"93230",157492793,30
"93231",157492794,225
"93232",157492795,5
"93233",157492804,685
"93234",157492805,685
"93235",157492807,160
"93236",157492809,1145
"93237",157492812,1145
"93238",157492814,155
"93239",157492815,1155
"93240",157492816,145
"93241",157492817,1050
"93242",157492818,265
"93243",157492820,1260
"93244",157492823,2300
"93245",157492824,25
"93246",157492825,1260
"93247",157492826,2640
"93248",157492828,715
"93249",157492829,795
"93250",157492830,335
"93251",157492831,325
"93252",157492833,360
"93253",157492835,2470
"93254",157492836,370
"93255",157492837,675
"93256",157492838,465
"93257",157492842,1425
"93258",157492844,30
"93259",157492845,1325
"93260",157492846,1340
"93261",157492847,395
"93262",157492848,1335
"93263",157492849,1225
"93264",157492850,420
"93265",157492851,5
"93266",157492852,405
"93267",157492853,1440
"93268",157492854,30
"93269",157492856,325
"93270",157492857,1805
"93271",157492858,35
"93272",157492859,125
"93273",157492862,710
"93274",157492863,1435
"93275",157492866,30
"93276",157492880,1215
"93277",157492882,15
"93278",157492884,100
"93279",157492885,150
"93280",157492887,150
"93281",157492888,145
"93282",157492891,120
"93283",157492892,235
"93284",157492893,215
"93285",157492896,290
"93286",157492898,40
"93287",157492900,325
"93288",157492901,115
"93289",157492902,40
"93290",157492903,370
"93291",157492904,320
"93292",157492906,320
"93293",157492907,330
"93294",157492914,290
"93295",157492915,10
"93296",157492916,10
"93297",157492918,2365
"93298",157492919,5
"93299",157492920,2370
"93300",157492921,2360
"93301",157492925,30
"93302",157492926,2355
"93303",157492927,15
"93304",157492929,2370
"93305",157492932,15
"93306",157492939,2380
"93307",157492943,60
"93308",157492944,65
"93309",157492945,105
"93310",157492946,100
"93311",157492947,170
"93312",157492948,20
"93313",157492949,210
"93314",157492950,330
"93315",157492951,85
"93316",157492954,15
"93317",157492955,40
"93318",157492956,270
"93319",157492957,85
"93320",157492959,120
"93321",157492960,15
"93322",157492962,275
"93323",157492963,820
"93324",157492964,285
"93325",157492965,280
"93326",157492968,15
"93327",157492969,120
"93328",157492970,5
"93329",157492971,145
"93330",157492979,130
"93331",157492981,135
"93332",157492982,215
"93333",157492984,240
"93334",157492986,220
"93335",157492990,5
"93336",157492998,5
"93337",157492999,10
"93338",157493000,20
"93339",157493001,85
"93340",157493002,90
"93341",157493003,90
"93342",157493004,65
"93343",157493008,15
"93344",157493010,5
"93345",157493011,5
"93346",157493012,15
"93347",157493013,115
"93348",157493014,170
"93349",157493015,135
"93350",157493016,320
"93351",157493017,290
"93352",157493018,320
"93353",157493019,135
"93354",157493020,135
"93355",157493021,90
"93356",157493022,15
"93357",157493023,95
"93358",157493024,135
"93359",157493029,135
"93360",157493034,65
"93361",157493036,55
"93362",157493037,15
"93363",157493038,15
"93364",157493039,50
"93365",157493040,30
"93366",157493041,205
"93367",157493042,5
"93368",157493043,10
"93369",157493044,5
"93370",157493045,10
"93371",157493046,160
"93372",157493047,180
"93373",157493060,5
"93374",157493066,10
"93375",157493068,10
"93376",157493069,10
"93377",157493070,125
"93378",157493071,20
"93379",157493075,10
"93380",157493076,5
"93381",157493080,30
"93382",157493083,15
"93383",157493084,25
"93384",157493087,15
"93385",157493096,175
"93386",157493101,10
"93387",157493102,230
"93388",157493104,15
"93389",157493105,5
"93390",157493106,355
"93391",157493107,345
"93392",157493108,60
"93393",157493110,355
"93394",157493111,35
"93395",157493113,280
"93396",157493114,35
"93397",157493118,65
"93398",157493119,360
"93399",157493120,5
"93400",157493122,5
"93401",157493123,5
"93402",157493124,5
"93403",157493133,350
"93404",157493135,255
"93405",157493136,45
"93406",157493137,425
"93407",157493139,5
"93408",157493141,20
"93409",157493142,395
"93410",157493143,10
"93411",157493144,345
"93412",157493148,345
"93413",157493149,5
"93414",157493150,5
"93415",157493151,15
"93416",157493158,5
"93417",157493160,10
"93418",157493161,290
"93419",157493162,15
"93420",157493163,355
"93421",157493164,265
"93422",157493166,270
"93423",157493168,5
"93424",157493169,5
"93425",157493171,265
"93426",157493173,5
"93427",157493175,5
"93428",157493181,15
"93429",157493182,5
"93430",157493184,10
"93431",157493185,5
"93432",157493188,20
"93433",157493190,15
"93434",157493210,10
"93435",157493211,10
"93436",157493212,15
"93437",157493213,10
"93438",157493214,10
"93439",157493215,10
"93440",157493216,10
"93441",157493217,15
"93442",157493221,15
"93443",157493225,10
"93444",157493240,195
"93445",157493253,5
"93446",157493254,10
"93447",157493255,10
"93448",157493256,10
"93449",157493257,10
"93450",157493258,15
"93451",157493260,20
"93452",157493267,110
"93453",157493268,110
"93454",157493269,35
"93455",157493271,110
"93456",157493272,310
"93457",157493283,265
"93458",157493284,275
"93459",157493285,120
"93460",157493286,10
"93461",157493287,145
"93462",157493288,300
"93463",157493289,500
"93464",157493290,125
"93465",157493291,10
"93466",157493295,10
"93467",157493298,10
"93468",157493301,10
"93469",157493302,125
"93470",157493308,15
"93471",157493309,5
"93472",157493313,110
"93473",157493314,30
"93474",157493315,100
"93475",157493316,60
"93476",157493317,420
"93477",157493318,5
"93478",157493319,545
"93479",157493320,545
"93480",157493325,540
"93481",157493326,605
"93482",157493327,290
"93483",157493331,50
"93484",157493334,280
"93485",157493335,250
"93486",157493336,245
"93487",157493337,170
"93488",157493338,70
"93489",157493339,55
"93490",157493340,165
"93491",157493341,20
"93492",157493342,75
"93493",157493343,1515
"93494",157493344,1520
"93495",157493345,20
"93496",157493346,1480
"93497",157493347,10
"93498",157493348,10
"93499",157493349,5
"93500",157493350,10
"93501",157493353,155
"93502",157493354,100
"93503",157493355,30
"93504",157493356,95
"93505",157493357,25
"93506",157493358,45
"93507",157493359,50
"93508",157493360,15
"93509",157493361,85
"93510",157493362,10
"93511",157493363,1205
"93512",157493364,100
"93513",157493365,30
"93514",157493366,55
"93515",157493369,10
"93516",157493370,85
"93517",157493373,85
"93518",157493376,1050
"93519",157493380,285
"93520",157493381,295
"93521",157493382,10
"93522",157493383,5
"93523",157493384,800
"93524",157493387,790
"93525",157493389,795
"93526",157493392,305
"93527",157493394,800
"93528",157493396,295
"93529",157493398,305
"93530",157493399,305
"93531",157493400,295
"93532",157493402,310
"93533",157493413,10
"93534",157493415,10
"93535",157493416,785
"93536",157493429,5
"93537",157493433,305
"93538",157493437,655
"93539",157493438,710
"93540",157493439,710
"93541",157493440,710
"93542",157493441,310
"93543",157493442,215
"93544",157493443,320
"93545",157493444,10
"93546",157493447,710
"93547",157493449,20
"93548",157493450,10
"93549",157493451,735
"93550",157493452,690
"93551",157493455,5
"93552",157493456,5
"93553",157493457,5
"93554",157493465,5
"93555",157493467,5
"93556",157493476,5
"93557",157493478,5
"93558",157493480,5
"93559",157493482,5
"93560",157493484,5
"93561",157493485,5
"93562",157493495,265
"93563",157493497,270
"93564",157493504,275
"93565",157493506,160
"93566",157493507,170
"93567",157493508,10
"93568",157493509,560
"93569",157493510,600
"93570",157493516,590
"93571",157493523,10
"93572",157493524,620
"93573",157493527,145
"93574",157493528,160
"93575",157493529,190
"93576",157493530,275
"93577",157493531,510
"93578",157493532,320
"93579",157493533,155
"93580",157493534,265
"93581",157493535,500
"93582",157493536,500
"93583",157493537,335
"93584",157493538,315
"93585",157493539,335
"93586",157493540,180
"93587",157493541,270
"93588",157493542,165
"93589",157493543,220
"93590",157493544,5
"93591",157493545,5
"93592",157493547,5
"93593",157493548,5
"93594",157493551,10
"93595",157493552,10
"93596",157493553,280
"93597",157493554,320
"93598",157493555,90
"93599",157493556,160
"93600",157493557,785
"93601",157493558,65
"93602",157493559,800
"93603",157493565,10
"93604",157493566,480
"93605",157493567,5
"93606",157493569,5
"93607",157493571,890
"93608",157493574,5
"93609",157493575,5
"93610",157493577,220
"93611",157493579,220
"93612",157493580,885
"93613",157493585,10
"93614",157493586,885
"93615",157493587,10
"93616",157493589,895
"93617",157493590,890
"93618",157493605,895
"93619",157493606,890
"93620",157493607,885
"93621",157493608,815
"93622",157493609,5
"93623",157493610,220
"93624",157493613,60
"93625",157493614,115
"93626",157493617,60
"93627",157493618,155
"93628",157493621,200
"93629",157493622,60
"93630",157493623,65
"93631",157493624,200
"93632",157493625,190
"93633",157493627,65
"93634",157493631,190
"93635",157493632,235
"93636",157493633,235
"93637",157493651,230
"93638",157493652,230
"93639",157493654,225
"93640",157493658,65
"93641",157493660,65
"93642",157493663,65
"93643",157493668,35
"93644",157493669,65
"93645",157493677,65
"93646",157493685,65
"93647",157493687,105
"93648",157493692,105
"93649",157493695,105
"93650",157493700,105
"93651",157493709,40
"93652",157493711,65
"93653",157493713,40
"93654",157493717,65
"93655",157493719,35
"93656",157493721,70
"93657",157493725,70
"93658",157493728,5
"93659",157493729,60
"93660",157493730,135
"93661",157493732,220
"93662",157493744,100
"93663",157493748,90
"93664",157493749,140
"93665",157493764,140
"93666",157493765,150
"93667",157493767,60
"93668",157493768,60
"93669",157493779,60
"93670",157493780,65
"93671",157493795,65
"93672",157493797,10
"93673",157493798,295
"93674",157493806,295
"93675",157493807,25
"93676",157493808,5
"93677",157493809,15
"93678",157493810,295
"93679",157493814,170
"93680",157493823,280
"93681",157493824,195
"93682",157493830,275
"93683",157493831,15
"93684",157493833,275
"93685",157493842,270
"93686",157493845,30
"93687",157493848,15
"93688",157493849,10
"93689",157493852,125
"93690",157493854,30
"93691",157493856,35
"93692",157493859,95
"93693",157493873,80
"93694",157493875,85
"93695",157493877,80
"93696",157493880,230
"93697",157493882,225
"93698",157493883,230
"93699",157493930,50
"93700",157493935,50
"93701",157493936,50
"93702",157493937,50
"93703",157493952,10
"93704",157493953,40
"93705",157493954,5
"93706",157493955,15
"93707",157493957,15
"93708",157493958,50
"93709",157493960,50
"93710",157493977,20
"93711",157493978,70
"93712",157493979,45
"93713",157493980,5
"93714",157493981,75
"93715",157493982,70
"93716",157493985,5
"93717",157493986,145
"93718",157493987,170
"93719",157493988,10
"93720",157493989,170
"93721",157493990,265
"93722",157493991,280
"93723",157493992,265
"93724",157493993,5
"93725",157493994,175
"93726",157493995,245
"93727",157493997,240
"93728",157493998,235
