"","edgeuid","hour","total_trips"
"108319",157520289,7,955
"108320",157520289,8,45
"108321",157520289,9,60
"108322",157520289,10,55
"108323",157520289,11,85
"108324",157520289,12,45
"108325",157520289,13,50
"108326",157520289,14,50
"108327",157520289,15,30
"108328",157520289,16,35
"108329",157520289,17,30
"108330",157520289,18,15
"108331",157520289,19,5
"108332",157520289,NA,100
"108333",157520291,6,5
"108334",157520291,7,955
"108335",157520291,8,45
"108336",157520291,9,60
"108337",157520291,10,50
"108338",157520291,11,90
"108339",157520291,12,45
"108340",157520291,13,50
"108341",157520291,14,50
"108342",157520291,15,25
"108343",157520291,16,35
"108344",157520291,17,30
"108345",157520291,18,15
"108346",157520291,19,5
"108347",157520291,NA,100
"108348",157520303,9,15
"108349",157520303,11,5
"108350",157520303,14,5
"108351",157520303,16,10
"108352",157520303,NA,20
"108353",157520304,6,5
"108354",157520304,7,955
"108355",157520304,8,65
"108356",157520304,9,140
"108357",157520304,10,130
"108358",157520304,11,160
"108359",157520304,12,115
"108360",157520304,13,105
"108361",157520304,14,105
"108362",157520304,15,95
"108363",157520304,16,75
"108364",157520304,17,50
"108365",157520304,18,30
"108366",157520304,19,20
"108367",157520304,NA,275
"108368",157520305,7,160
"108369",157520305,8,135
"108370",157520305,9,215
"108371",157520305,10,475
"108372",157520305,11,640
"108373",157520305,12,745
"108374",157520305,13,735
"108375",157520305,14,810
"108376",157520305,15,735
"108377",157520305,16,650
"108378",157520305,17,600
"108379",157520305,18,480
"108380",157520305,19,225
"108381",157520305,20,45
"108382",157520305,NA,760
"108383",157520306,11,5
"108384",157520306,12,10
"108385",157520306,13,10
"108386",157520306,14,10
"108387",157520306,15,5
"108388",157520306,16,5
"108389",157520306,NA,10
"108390",157520307,7,165
"108391",157520307,8,130
"108392",157520307,9,235
"108393",157520307,10,495
"108394",157520307,11,655
"108395",157520307,12,775
"108396",157520307,13,755
"108397",157520307,14,830
"108398",157520307,15,740
"108399",157520307,16,685
"108400",157520307,17,615
"108401",157520307,18,505
"108402",157520307,19,240
"108403",157520307,20,50
"108404",157520307,NA,785
"108405",157520308,11,5
"108406",157520308,12,10
"108407",157520308,13,10
"108408",157520308,14,10
"108409",157520308,15,5
"108410",157520308,16,5
"108411",157520308,NA,15
"108412",157520309,6,5
"108413",157520309,7,955
"108414",157520309,8,60
"108415",157520309,9,125
"108416",157520309,10,130
"108417",157520309,11,145
"108418",157520309,12,90
"108419",157520309,13,100
"108420",157520309,14,90
"108421",157520309,15,80
"108422",157520309,16,55
"108423",157520309,17,40
"108424",157520309,18,25
"108425",157520309,19,20
"108426",157520309,NA,240
"108427",157520311,17,5
"108428",157520312,17,5
"108429",157520313,17,5
"108430",157520315,10,10
"108431",157520315,11,15
"108432",157520316,7,185
"108433",157520316,8,145
"108434",157520316,9,235
"108435",157520316,10,510
"108436",157520316,11,695
"108437",157520316,12,795
"108438",157520316,13,850
"108439",157520316,14,885
"108440",157520316,15,785
"108441",157520316,16,705
"108442",157520316,17,650
"108443",157520316,18,515
"108444",157520316,19,240
"108445",157520316,20,50
"108446",157520316,NA,825
"108447",157520318,7,190
"108448",157520318,8,150
"108449",157520318,9,245
"108450",157520318,10,520
"108451",157520318,11,735
"108452",157520318,12,795
"108453",157520318,13,850
"108454",157520318,14,910
"108455",157520318,15,795
"108456",157520318,16,725
"108457",157520318,17,655
"108458",157520318,18,515
"108459",157520318,19,240
"108460",157520318,20,55
"108461",157520318,NA,860
"108462",157520326,9,30
"108463",157520326,10,5
"108464",157520326,11,15
"108465",157520326,12,15
"108466",157520326,13,15
"108467",157520326,14,20
"108468",157520326,15,10
"108469",157520326,16,5
"108470",157520326,NA,40
"108471",157520327,7,185
"108472",157520327,8,140
"108473",157520327,9,240
"108474",157520327,10,515
"108475",157520327,11,730
"108476",157520327,12,790
"108477",157520327,13,850
"108478",157520327,14,905
"108479",157520327,15,790
"108480",157520327,16,700
"108481",157520327,17,665
"108482",157520327,18,515
"108483",157520327,19,235
"108484",157520327,20,60
"108485",157520327,NA,855
"108486",157520334,11,5
"108487",157520336,6,5
"108488",157520336,7,180
"108489",157520336,8,170
"108490",157520336,9,310
"108491",157520336,10,570
"108492",157520336,11,835
"108493",157520336,12,880
"108494",157520336,13,975
"108495",157520336,14,1030
"108496",157520336,15,930
"108497",157520336,16,815
"108498",157520336,17,740
"108499",157520336,18,555
"108500",157520336,19,275
"108501",157520336,20,70
"108502",157520336,NA,920
"108503",157520337,10,20
"108504",157520337,NA,20
"108505",157520339,12,5
"108506",157520346,12,5
"108507",157520346,13,5
"108508",157520346,15,5
"108509",157520346,16,5
"108510",157520346,17,5
"108511",157520346,18,10
"108512",157520346,NA,10
"108513",157520348,12,5
"108514",157520348,13,5
"108515",157520348,15,5
"108516",157520348,16,5
"108517",157520348,17,5
"108518",157520348,18,10
"108519",157520348,NA,10
"108520",157520352,9,5
"108521",157520352,NA,5
"108522",157520354,6,5
"108523",157520354,7,180
"108524",157520354,8,185
"108525",157520354,9,315
"108526",157520354,10,595
"108527",157520354,11,845
"108528",157520354,12,895
"108529",157520354,13,985
"108530",157520354,14,1050
"108531",157520354,15,950
"108532",157520354,16,820
"108533",157520354,17,755
"108534",157520354,18,565
"108535",157520354,19,280
"108536",157520354,20,70
"108537",157520354,NA,945
"108538",157520363,6,5
"108539",157520363,7,180
"108540",157520363,8,190
"108541",157520363,9,325
"108542",157520363,10,600
"108543",157520363,11,850
"108544",157520363,12,910
"108545",157520363,13,985
"108546",157520363,14,1045
"108547",157520363,15,970
"108548",157520363,16,825
"108549",157520363,17,765
"108550",157520363,18,565
"108551",157520363,19,275
"108552",157520363,20,70
"108553",157520363,NA,960
"108554",157520386,14,5
"108555",157520386,16,5
"108556",157520386,17,15
"108557",157520386,NA,5
"108558",157520390,14,5
"108559",157520390,17,15
"108560",157520390,NA,5
"108561",157520393,7,15
"108562",157520393,8,20
"108563",157520393,9,35
"108564",157520393,10,120
"108565",157520393,11,140
"108566",157520393,12,230
"108567",157520393,13,250
"108568",157520393,14,240
"108569",157520393,15,225
"108570",157520393,16,140
"108571",157520393,17,125
"108572",157520393,18,60
"108573",157520393,19,60
"108574",157520393,NA,240
"108575",157520394,7,15
"108576",157520394,8,15
"108577",157520394,9,30
"108578",157520394,10,125
"108579",157520394,11,130
"108580",157520394,12,240
"108581",157520394,13,260
"108582",157520394,14,235
"108583",157520394,15,215
"108584",157520394,16,130
"108585",157520394,17,120
"108586",157520394,18,70
"108587",157520394,19,50
"108588",157520394,NA,235
"108589",157520396,7,5
"108590",157520396,8,15
"108591",157520396,9,40
"108592",157520396,10,125
"108593",157520396,11,150
"108594",157520396,12,240
"108595",157520396,13,265
"108596",157520396,14,205
"108597",157520396,15,225
"108598",157520396,16,130
"108599",157520396,17,100
"108600",157520396,18,80
"108601",157520396,19,40
"108602",157520396,20,5
"108603",157520396,NA,225
"108604",157520402,7,5
"108605",157520402,8,15
"108606",157520402,9,40
"108607",157520402,10,125
"108608",157520402,11,165
"108609",157520402,12,250
"108610",157520402,13,275
"108611",157520402,14,205
"108612",157520402,15,230
"108613",157520402,16,135
"108614",157520402,17,100
"108615",157520402,18,80
"108616",157520402,19,40
"108617",157520402,20,5
"108618",157520402,NA,235
"108619",157520403,12,5
"108620",157520403,13,5
"108621",157520403,15,5
"108622",157520403,16,5
"108623",157520403,17,5
"108624",157520403,18,10
"108625",157520403,NA,10
"108626",157520404,13,10
"108627",157520404,14,5
"108628",157520404,15,5
"108629",157520404,18,10
"108630",157520404,NA,5
"108631",157520405,12,5
"108632",157520405,13,10
"108633",157520405,14,5
"108634",157520405,15,5
"108635",157520405,16,5
"108636",157520405,17,5
"108637",157520405,18,10
"108638",157520405,NA,10
"108639",157520406,12,5
"108640",157520406,13,10
"108641",157520406,14,5
"108642",157520406,15,5
"108643",157520406,16,5
"108644",157520406,17,5
"108645",157520406,18,10
"108646",157520406,NA,10
"108647",157520408,14,5
"108648",157520408,16,5
"108649",157520408,17,15
"108650",157520408,NA,5
"108651",157520409,12,5
"108652",157520409,13,5
"108653",157520409,15,5
"108654",157520409,16,5
"108655",157520409,17,5
"108656",157520409,18,10
"108657",157520409,NA,10
"108658",157520410,14,5
"108659",157520410,16,5
"108660",157520410,17,15
"108661",157520410,NA,5
"108662",157520414,14,5
"108663",157520414,16,5
"108664",157520414,17,15
"108665",157520414,NA,5
"108666",157520415,14,5
"108667",157520415,16,5
"108668",157520415,17,15
"108669",157520415,NA,5
"108670",157520417,12,5
"108671",157520417,13,10
"108672",157520417,14,5
"108673",157520417,15,5
"108674",157520417,16,10
"108675",157520417,17,20
"108676",157520417,18,15
"108677",157520417,NA,15
"108678",157520418,10,5
"108679",157520419,10,5
"108680",157520420,10,5
"108681",157520422,7,15
"108682",157520422,8,20
"108683",157520422,9,35
"108684",157520422,10,120
"108685",157520422,11,145
"108686",157520422,12,230
"108687",157520422,13,250
"108688",157520422,14,245
"108689",157520422,15,225
"108690",157520422,16,145
"108691",157520422,17,125
"108692",157520422,18,65
"108693",157520422,19,60
"108694",157520422,NA,240
"108695",157520423,10,5
"108696",157520424,10,5
"108697",157520425,7,15
"108698",157520425,8,20
"108699",157520425,9,50
"108700",157520425,10,120
"108701",157520425,11,145
"108702",157520425,12,235
"108703",157520425,13,260
"108704",157520425,14,250
"108705",157520425,15,240
"108706",157520425,16,140
"108707",157520425,17,130
"108708",157520425,18,60
"108709",157520425,19,60
"108710",157520425,NA,240
"108711",157520426,7,15
"108712",157520426,8,20
"108713",157520426,9,50
"108714",157520426,10,110
"108715",157520426,11,150
"108716",157520426,12,230
"108717",157520426,13,265
"108718",157520426,14,235
"108719",157520426,15,215
"108720",157520426,16,160
"108721",157520426,17,125
"108722",157520426,18,60
"108723",157520426,19,60
"108724",157520426,NA,240
"108725",157520431,12,5
"108726",157520431,13,10
"108727",157520431,14,5
"108728",157520431,15,5
"108729",157520431,16,10
"108730",157520431,17,20
"108731",157520431,18,15
"108732",157520431,NA,15
"108733",157520433,7,15
"108734",157520433,8,20
"108735",157520433,9,50
"108736",157520433,10,110
"108737",157520433,11,150
"108738",157520433,12,225
"108739",157520433,13,270
"108740",157520433,14,220
"108741",157520433,15,215
"108742",157520433,16,165
"108743",157520433,17,125
"108744",157520433,18,60
"108745",157520433,19,60
"108746",157520433,NA,240
"108747",157520443,7,15
"108748",157520443,8,25
"108749",157520443,9,60
"108750",157520443,10,150
"108751",157520443,11,255
"108752",157520443,12,225
"108753",157520443,13,295
"108754",157520443,14,230
"108755",157520443,15,145
"108756",157520443,16,225
"108757",157520443,17,155
"108758",157520443,18,65
"108759",157520443,19,65
"108760",157520443,NA,215
"108761",157520444,7,15
"108762",157520444,8,25
"108763",157520444,9,60
"108764",157520444,10,150
"108765",157520444,11,245
"108766",157520444,12,205
"108767",157520444,13,275
"108768",157520444,14,225
"108769",157520444,15,135
"108770",157520444,16,215
"108771",157520444,17,145
"108772",157520444,18,65
"108773",157520444,19,65
"108774",157520444,NA,210
"108775",157520445,7,15
"108776",157520445,8,25
"108777",157520445,9,60
"108778",157520445,10,150
"108779",157520445,11,255
"108780",157520445,12,225
"108781",157520445,13,295
"108782",157520445,14,235
"108783",157520445,15,140
"108784",157520445,16,220
"108785",157520445,17,160
"108786",157520445,18,65
"108787",157520445,19,65
"108788",157520445,NA,215
"108789",157520446,7,15
"108790",157520446,8,25
"108791",157520446,9,60
"108792",157520446,10,150
"108793",157520446,11,255
"108794",157520446,12,225
"108795",157520446,13,290
"108796",157520446,14,230
"108797",157520446,15,140
"108798",157520446,16,220
"108799",157520446,17,160
"108800",157520446,18,65
"108801",157520446,19,65
"108802",157520446,NA,215
"108803",157520447,7,15
"108804",157520447,8,25
"108805",157520447,9,60
"108806",157520447,10,150
"108807",157520447,11,255
"108808",157520447,12,225
"108809",157520447,13,290
"108810",157520447,14,230
"108811",157520447,15,135
"108812",157520447,16,220
"108813",157520447,17,155
"108814",157520447,18,70
"108815",157520447,19,65
"108816",157520447,NA,215
"108817",157520464,6,5
"108818",157520464,7,20
"108819",157520464,8,25
"108820",157520464,9,45
"108821",157520464,10,130
"108822",157520464,11,270
"108823",157520464,12,205
"108824",157520464,13,275
"108825",157520464,14,235
"108826",157520464,15,135
"108827",157520464,16,205
"108828",157520464,17,155
"108829",157520464,18,60
"108830",157520464,19,50
"108831",157520464,NA,210
"108832",157520468,6,5
"108833",157520468,7,20
"108834",157520468,8,20
"108835",157520468,9,45
"108836",157520468,10,130
"108837",157520468,11,270
"108838",157520468,12,205
"108839",157520468,13,280
"108840",157520468,14,235
"108841",157520468,15,135
"108842",157520468,16,200
"108843",157520468,17,155
"108844",157520468,18,55
"108845",157520468,19,55
"108846",157520468,NA,210
"108847",157520470,7,15
"108848",157520470,9,10
"108849",157520470,10,5
"108850",157520470,12,10
"108851",157520470,13,10
"108852",157520470,14,5
"108853",157520470,15,5
"108854",157520470,17,25
"108855",157520470,19,5
"108856",157520470,NA,5
"108857",157520471,7,15
"108858",157520471,9,10
"108859",157520471,10,5
"108860",157520471,12,10
"108861",157520471,13,10
"108862",157520471,14,5
"108863",157520471,15,5
"108864",157520471,17,25
"108865",157520471,19,5
"108866",157520471,NA,5
"108867",157520473,6,260
"108868",157520473,7,720
"108869",157520473,8,240
"108870",157520473,9,120
"108871",157520473,10,95
"108872",157520473,11,70
"108873",157520473,12,85
"108874",157520473,13,90
"108875",157520473,14,65
"108876",157520473,15,95
"108877",157520473,16,45
"108878",157520473,17,30
"108879",157520473,18,40
"108880",157520473,19,10
"108881",157520473,NA,400
"108882",157520475,6,270
"108883",157520475,7,710
"108884",157520475,8,240
"108885",157520475,9,115
"108886",157520475,10,95
"108887",157520475,11,70
"108888",157520475,12,85
"108889",157520475,13,90
"108890",157520475,14,65
"108891",157520475,15,85
"108892",157520475,16,45
"108893",157520475,17,30
"108894",157520475,18,40
"108895",157520475,19,10
"108896",157520475,NA,400
"108897",157520476,6,270
"108898",157520476,7,710
"108899",157520476,8,240
"108900",157520476,9,110
"108901",157520476,10,90
"108902",157520476,11,70
"108903",157520476,12,85
"108904",157520476,13,80
"108905",157520476,14,55
"108906",157520476,15,80
"108907",157520476,16,45
"108908",157520476,17,30
"108909",157520476,18,40
"108910",157520476,19,10
"108911",157520476,NA,395
"108912",157520477,6,370
"108913",157520477,7,610
"108914",157520477,8,255
"108915",157520477,9,115
"108916",157520477,10,90
"108917",157520477,11,70
"108918",157520477,12,85
"108919",157520477,13,90
"108920",157520477,14,70
"108921",157520477,15,80
"108922",157520477,16,45
"108923",157520477,17,35
"108924",157520477,18,40
"108925",157520477,19,5
"108926",157520477,NA,400
"108927",157520478,9,5
"108928",157520479,14,5
"108929",157520479,15,5
"108930",157520479,17,10
"108931",157520479,NA,5
"108932",157520480,14,5
"108933",157520480,15,5
"108934",157520480,17,10
"108935",157520480,NA,5
"108936",157520481,14,5
"108937",157520481,15,5
"108938",157520481,17,10
"108939",157520481,NA,5
"108940",157520482,9,15
"108941",157520482,10,5
"108942",157520482,14,5
"108943",157520482,15,5
"108944",157520482,17,10
"108945",157520482,18,5
"108946",157520482,NA,5
"108947",157520483,9,10
"108948",157520483,10,10
"108949",157520483,14,5
"108950",157520483,15,5
"108951",157520483,17,10
"108952",157520483,NA,5
"108953",157520485,7,15
"108954",157520485,9,15
"108955",157520485,10,5
"108956",157520485,12,10
"108957",157520485,13,10
"108958",157520485,15,5
"108959",157520485,17,25
"108960",157520485,NA,5
"108961",157520487,7,15
"108962",157520487,8,5
"108963",157520487,9,15
"108964",157520487,10,5
"108965",157520487,12,5
"108966",157520487,13,15
"108967",157520487,14,5
"108968",157520487,16,10
"108969",157520487,17,20
"108970",157520487,18,5
"108971",157520487,NA,5
"108972",157520489,7,15
"108973",157520489,8,10
"108974",157520489,9,10
"108975",157520489,10,5
"108976",157520489,11,5
"108977",157520489,12,5
"108978",157520489,13,15
"108979",157520489,14,5
"108980",157520489,16,25
"108981",157520489,17,20
"108982",157520489,18,15
"108983",157520489,NA,5
"108984",157520495,6,5
"108985",157520495,7,20
"108986",157520495,8,20
"108987",157520495,9,45
"108988",157520495,10,130
"108989",157520495,11,275
"108990",157520495,12,205
"108991",157520495,13,280
"108992",157520495,14,245
"108993",157520495,15,130
"108994",157520495,16,205
"108995",157520495,17,165
"108996",157520495,18,60
"108997",157520495,19,50
"108998",157520495,NA,210
"108999",157520507,15,5
"109000",157520508,5,10
"109001",157520508,6,20
"109002",157520508,7,295
"109003",157520508,8,230
"109004",157520508,9,545
"109005",157520508,10,1000
"109006",157520508,11,1250
"109007",157520508,12,1120
"109008",157520508,13,1185
"109009",157520508,14,1260
"109010",157520508,15,975
"109011",157520508,16,860
"109012",157520508,17,785
"109013",157520508,18,540
"109014",157520508,19,255
"109015",157520508,20,35
"109016",157520508,21,5
"109017",157520508,NA,890
"109018",157520523,7,10
"109019",157520523,8,30
"109020",157520523,9,30
"109021",157520523,10,10
"109022",157520523,11,40
"109023",157520523,12,20
"109024",157520523,13,15
"109025",157520523,14,5
"109026",157520523,17,5
"109027",157520523,18,10
"109028",157520523,NA,20
"109029",157520540,6,5
"109030",157520540,7,20
"109031",157520540,8,20
"109032",157520540,9,40
"109033",157520540,10,135
"109034",157520540,11,270
"109035",157520540,12,220
"109036",157520540,13,285
"109037",157520540,14,245
"109038",157520540,15,140
"109039",157520540,16,215
"109040",157520540,17,170
"109041",157520540,18,55
"109042",157520540,19,55
"109043",157520540,NA,210
"109044",157520545,6,5
"109045",157520545,7,20
"109046",157520545,8,20
"109047",157520545,9,40
"109048",157520545,10,140
"109049",157520545,11,265
"109050",157520545,12,215
"109051",157520545,13,280
"109052",157520545,14,240
"109053",157520545,15,140
"109054",157520545,16,230
"109055",157520545,17,165
"109056",157520545,18,55
"109057",157520545,19,55
"109058",157520545,NA,210
"109059",157520552,15,5
"109060",157520553,15,5
"109061",157520560,15,5
"109062",157520562,15,5
"109063",157520566,15,5
"109064",157520568,6,5
"109065",157520568,7,20
"109066",157520568,8,20
"109067",157520568,9,40
"109068",157520568,10,140
"109069",157520568,11,260
"109070",157520568,12,220
"109071",157520568,13,285
"109072",157520568,14,235
"109073",157520568,15,145
"109074",157520568,16,220
"109075",157520568,17,170
"109076",157520568,18,55
"109077",157520568,19,55
"109078",157520568,NA,210
"109079",157520570,6,5
"109080",157520570,7,20
"109081",157520570,8,20
"109082",157520570,9,40
"109083",157520570,10,135
"109084",157520570,11,270
"109085",157520570,12,225
"109086",157520570,13,285
"109087",157520570,14,235
"109088",157520570,15,145
"109089",157520570,16,220
"109090",157520570,17,170
"109091",157520570,18,55
"109092",157520570,19,55
"109093",157520570,NA,210
"109094",157520591,6,20
"109095",157520591,7,15
"109096",157520591,8,65
"109097",157520591,9,170
"109098",157520591,10,170
"109099",157520591,11,185
"109100",157520591,12,135
"109101",157520591,13,105
"109102",157520591,14,155
"109103",157520591,15,85
"109104",157520591,16,30
"109105",157520591,17,70
"109106",157520591,18,45
"109107",157520591,19,45
"109108",157520591,20,10
"109109",157520591,NA,295
"109110",157520592,9,5
"109111",157520592,10,15
"109112",157520592,11,10
"109113",157520592,12,5
"109114",157520592,13,30
"109115",157520592,14,30
"109116",157520592,15,10
"109117",157520592,16,5
"109118",157520592,17,30
"109119",157520592,18,5
"109120",157520592,19,40
"109121",157520592,20,5
"109122",157520592,NA,35
"109123",157520595,6,25
"109124",157520595,7,160
"109125",157520595,8,160
"109126",157520595,9,340
"109127",157520595,10,435
"109128",157520595,11,515
"109129",157520595,12,365
"109130",157520595,13,260
"109131",157520595,14,255
"109132",157520595,15,160
"109133",157520595,16,100
"109134",157520595,17,160
"109135",157520595,18,75
"109136",157520595,19,15
"109137",157520595,20,5
"109138",157520595,NA,445
"109139",157520599,10,10
"109140",157520599,15,10
"109141",157520599,16,5
"109142",157520599,NA,10
"109143",157520602,6,5
"109144",157520602,7,20
"109145",157520602,8,20
"109146",157520602,9,40
"109147",157520602,10,140
"109148",157520602,11,280
"109149",157520602,12,220
"109150",157520602,13,285
"109151",157520602,14,240
"109152",157520602,15,140
"109153",157520602,16,235
"109154",157520602,17,165
"109155",157520602,18,65
"109156",157520602,19,55
"109157",157520602,NA,210
"109158",157520614,9,5
"109159",157520616,6,5
"109160",157520616,7,20
"109161",157520616,8,20
"109162",157520616,9,40
"109163",157520616,10,140
"109164",157520616,11,270
"109165",157520616,12,220
"109166",157520616,13,285
"109167",157520616,14,245
"109168",157520616,15,140
"109169",157520616,16,235
"109170",157520616,17,165
"109171",157520616,18,65
"109172",157520616,19,55
"109173",157520616,NA,210
"109174",157520619,6,5
"109175",157520619,7,20
"109176",157520619,8,20
"109177",157520619,9,40
"109178",157520619,10,135
"109179",157520619,11,280
"109180",157520619,12,220
"109181",157520619,13,285
"109182",157520619,14,240
"109183",157520619,15,140
"109184",157520619,16,235
"109185",157520619,17,165
"109186",157520619,18,55
"109187",157520619,19,55
"109188",157520619,NA,210
"109189",157520621,6,5
"109190",157520621,7,15
"109191",157520621,8,20
"109192",157520621,9,40
"109193",157520621,10,135
"109194",157520621,11,265
"109195",157520621,12,215
"109196",157520621,13,285
"109197",157520621,14,245
"109198",157520621,15,140
"109199",157520621,16,235
"109200",157520621,17,170
"109201",157520621,18,55
"109202",157520621,19,55
"109203",157520621,NA,210
"109204",157520631,6,25
"109205",157520631,7,160
"109206",157520631,8,160
"109207",157520631,9,335
"109208",157520631,10,435
"109209",157520631,11,515
"109210",157520631,12,365
"109211",157520631,13,260
"109212",157520631,14,255
"109213",157520631,15,160
"109214",157520631,16,100
"109215",157520631,17,160
"109216",157520631,18,75
"109217",157520631,19,15
"109218",157520631,20,5
"109219",157520631,NA,445
"109220",157520633,6,25
"109221",157520633,7,170
"109222",157520633,8,165
"109223",157520633,9,345
"109224",157520633,10,445
"109225",157520633,11,535
"109226",157520633,12,375
"109227",157520633,13,260
"109228",157520633,14,255
"109229",157520633,15,160
"109230",157520633,16,115
"109231",157520633,17,170
"109232",157520633,18,75
"109233",157520633,19,15
"109234",157520633,20,5
"109235",157520633,NA,455
"109236",157520641,6,25
"109237",157520641,7,170
"109238",157520641,8,165
"109239",157520641,9,345
"109240",157520641,10,440
"109241",157520641,11,535
"109242",157520641,12,375
"109243",157520641,13,260
"109244",157520641,14,255
"109245",157520641,15,155
"109246",157520641,16,115
"109247",157520641,17,165
"109248",157520641,18,75
"109249",157520641,19,15
"109250",157520641,20,5
"109251",157520641,NA,455
"109252",157520642,6,25
"109253",157520642,7,170
"109254",157520642,8,165
"109255",157520642,9,350
"109256",157520642,10,445
"109257",157520642,11,535
"109258",157520642,12,370
"109259",157520642,13,265
"109260",157520642,14,255
"109261",157520642,15,155
"109262",157520642,16,115
"109263",157520642,17,165
"109264",157520642,18,75
"109265",157520642,19,15
"109266",157520642,20,5
"109267",157520642,NA,455
"109268",157520643,11,10
"109269",157520643,13,5
"109270",157520643,16,5
"109271",157520643,NA,15
"109272",157520648,6,25
"109273",157520648,7,170
"109274",157520648,8,165
"109275",157520648,9,365
"109276",157520648,10,460
"109277",157520648,11,560
"109278",157520648,12,390
"109279",157520648,13,285
"109280",157520648,14,265
"109281",157520648,15,170
"109282",157520648,16,125
"109283",157520648,17,170
"109284",157520648,18,75
"109285",157520648,19,15
"109286",157520648,20,5
"109287",157520648,NA,515
"109288",157520649,6,25
"109289",157520649,7,170
"109290",157520649,8,165
"109291",157520649,9,365
"109292",157520649,10,460
"109293",157520649,11,560
"109294",157520649,12,390
"109295",157520649,13,285
"109296",157520649,14,270
"109297",157520649,15,170
"109298",157520649,16,125
"109299",157520649,17,170
"109300",157520649,18,75
"109301",157520649,19,15
"109302",157520649,20,5
"109303",157520649,NA,515
"109304",157520651,11,5
"109305",157520651,NA,10
"109306",157520653,16,10
"109307",157520662,7,5
"109308",157520662,8,15
"109309",157520662,9,50
"109310",157520662,10,135
"109311",157520662,11,165
"109312",157520662,12,250
"109313",157520662,13,265
"109314",157520662,14,220
"109315",157520662,15,220
"109316",157520662,16,125
"109317",157520662,17,100
"109318",157520662,18,85
"109319",157520662,19,50
"109320",157520662,20,5
"109321",157520662,NA,225
"109322",157520663,6,365
"109323",157520663,7,610
"109324",157520663,8,250
"109325",157520663,9,115
"109326",157520663,10,90
"109327",157520663,11,70
"109328",157520663,12,85
"109329",157520663,13,90
"109330",157520663,14,75
"109331",157520663,15,80
"109332",157520663,16,45
"109333",157520663,17,35
"109334",157520663,18,40
"109335",157520663,19,5
"109336",157520663,NA,400
"109337",157520664,6,365
"109338",157520664,7,610
"109339",157520664,8,250
"109340",157520664,9,115
"109341",157520664,10,90
"109342",157520664,11,75
"109343",157520664,12,85
"109344",157520664,13,90
"109345",157520664,14,75
"109346",157520664,15,80
"109347",157520664,16,45
"109348",157520664,17,30
"109349",157520664,18,45
"109350",157520664,19,5
"109351",157520664,NA,400
"109352",157520665,9,10
"109353",157520665,10,10
"109354",157520665,12,10
"109355",157520665,13,10
"109356",157520665,14,5
"109357",157520665,15,5
"109358",157520665,17,10
"109359",157520665,18,5
"109360",157520665,19,5
"109361",157520665,NA,15
"109362",157520666,12,5
"109363",157520666,14,10
"109364",157520667,6,365
"109365",157520667,7,605
"109366",157520667,8,250
"109367",157520667,9,110
"109368",157520667,10,90
"109369",157520667,11,65
"109370",157520667,12,75
"109371",157520667,13,85
"109372",157520667,14,45
"109373",157520667,15,75
"109374",157520667,16,40
"109375",157520667,17,30
"109376",157520667,18,45
"109377",157520667,19,5
"109378",157520667,NA,400
"109379",157520668,6,365
"109380",157520668,7,605
"109381",157520668,8,260
"109382",157520668,9,100
"109383",157520668,10,90
"109384",157520668,11,65
"109385",157520668,12,75
"109386",157520668,13,85
"109387",157520668,14,45
"109388",157520668,15,75
"109389",157520668,16,40
"109390",157520668,17,30
"109391",157520668,18,45
"109392",157520668,19,5
"109393",157520668,NA,400
"109394",157520671,6,365
"109395",157520671,7,600
"109396",157520671,8,260
"109397",157520671,9,80
"109398",157520671,10,65
"109399",157520671,11,40
"109400",157520671,12,40
"109401",157520671,13,70
"109402",157520671,14,30
"109403",157520671,15,40
"109404",157520671,16,15
"109405",157520671,17,15
"109406",157520671,18,10
"109407",157520671,19,5
"109408",157520671,NA,360
"109409",157520672,7,5
"109410",157520672,9,20
"109411",157520672,10,30
"109412",157520672,11,10
"109413",157520672,12,50
"109414",157520672,13,30
"109415",157520672,14,25
"109416",157520672,15,15
"109417",157520672,16,25
"109418",157520672,17,30
"109419",157520672,18,25
"109420",157520672,19,5
"109421",157520672,NA,55
"109422",157520673,9,10
"109423",157520673,10,15
"109424",157520673,12,15
"109425",157520673,13,10
"109426",157520673,14,15
"109427",157520673,15,5
"109428",157520673,17,15
"109429",157520673,18,5
"109430",157520673,19,5
"109431",157520673,NA,25
"109432",157520674,7,5
"109433",157520674,9,10
"109434",157520674,10,10
"109435",157520674,11,10
"109436",157520674,12,35
"109437",157520674,13,10
"109438",157520674,14,5
"109439",157520674,15,15
"109440",157520674,16,25
"109441",157520674,17,25
"109442",157520674,18,20
"109443",157520674,NA,30
"109444",157520675,7,5
"109445",157520675,9,10
"109446",157520675,10,10
"109447",157520675,11,10
"109448",157520675,12,30
"109449",157520675,13,10
"109450",157520675,14,5
"109451",157520675,15,15
"109452",157520675,16,15
"109453",157520675,17,25
"109454",157520675,18,20
"109455",157520675,NA,25
"109456",157520676,6,375
"109457",157520676,7,590
"109458",157520676,8,260
"109459",157520676,9,80
"109460",157520676,10,65
"109461",157520676,11,40
"109462",157520676,12,40
"109463",157520676,13,70
"109464",157520676,14,30
"109465",157520676,15,40
"109466",157520676,16,15
"109467",157520676,17,15
"109468",157520676,18,10
"109469",157520676,19,5
"109470",157520676,NA,355
"109471",157520680,15,5
"109472",157520680,18,5
"109473",157520680,NA,5
"109474",157520681,15,5
